C,0.02606785,,,,,,,,,,,,,,,,,,,
T,0.260678504,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
s_t values,,,,,,,,,,,,,,,,,,,,
14-Oct,4.2,4.3,4.7,4.8,5.0,5.0,5.3,5.5,5.6,5.5,5.8,5.9,6.2,6.4,6.6,6.7,7.1,7.3,7.1,
15-Oct,4.3,4.4,4.8,4.9,5.1,5.1,5.4,5.7,5.8,5.8,6.0,6.1,6.4,6.6,6.8,7.0,7.3,7.6,7.4,
16-Oct,4.3,4.5,4.9,5.0,5.2,5.2,5.6,5.9,6.0,5.9,6.2,6.4,6.6,6.8,7.1,7.2,7.5,7.8,7.7,
17-Oct,4.4,4.5,4.9,5.0,5.3,5.3,5.7,6.0,6.1,6.1,6.4,6.5,6.8,7.0,7.3,7.4,7.8,8.0,7.9,
18-Oct,4.6,4.7,5.1,5.2,5.4,5.5,5.8,6.2,6.3,6.2,6.5,6.6,6.9,7.2,7.5,7.6,8.0,8.3,8.1,
19-Oct,4.9,5.0,5.3,5.4,5.6,5.7,6.0,6.3,6.4,6.3,6.6,6.8,7.1,7.4,7.6,7.8,8.2,8.5,8.3,
20-Oct,5.1,5.2,5.6,5.7,5.9,5.9,6.2,6.5,6.6,6.5,6.8,7.0,7.3,7.5,7.8,8.0,8.4,8.7,8.6,
21-Oct,5.2,5.3,5.7,5.8,6.0,6.1,6.4,6.7,6.7,6.7,7.0,7.1,7.4,7.7,7.9,8.2,8.6,8.9,8.7,
22-Oct,5.2,5.4,5.9,6.0,6.2,6.2,6.6,6.9,6.9,6.9,7.2,7.3,7.6,7.8,8.1,8.3,8.7,9.1,8.9,
23-Oct,5.4,5.6,6.1,6.2,6.4,6.4,6.8,7.1,7.1,7.1,7.4,7.6,7.9,8.1,8.4,8.6,8.9,9.3,9.1,
24-Oct,5.6,5.7,6.2,6.3,6.6,6.6,6.9,7.3,7.3,7.3,7.7,7.9,8.2,8.4,8.6,8.8,9.2,9.5,9.4,
25-Oct,5.7,5.8,6.3,6.4,6.7,6.7,7.1,7.4,7.5,7.5,7.9,8.1,8.4,8.6,8.9,9.1,9.4,9.8,9.6,
26-Oct,5.8,5.9,6.4,6.5,6.8,6.9,7.2,7.6,7.7,7.7,8.0,8.2,8.6,8.8,9.1,9.3,9.6,10.0,9.8,
27-Oct,5.9,6.1,6.6,6.7,6.9,7.0,7.4,7.8,7.8,7.8,8.2,8.4,8.8,9.0,9.3,9.5,9.9,10.2,10.0,
28-Oct,6.0,6.2,6.7,6.8,7.0,7.2,7.5,8.0,8.0,8.0,8.4,8.6,9.0,9.2,9.5,9.7,10.2,10.5,10.3,
29-Oct,6.0,6.2,6.7,6.9,7.1,7.2,7.6,8.0,8.1,8.1,8.5,8.7,9.1,9.3,9.7,9.9,10.4,10.7,10.6,
30-Oct,6.1,6.3,6.8,6.9,7.2,7.3,7.7,8.1,8.2,8.2,8.5,8.8,9.2,9.5,9.8,10.1,10.6,10.9,10.8,
31-Oct,6.1,6.3,6.8,6.9,7.2,7.3,7.8,8.2,8.2,8.2,8.6,8.8,9.2,9.5,9.9,10.2,10.7,11.1,10.9,
